"route_chr","workers_m","earn_p25","earn_med","earn_p75","magi_p25","magi_med","magi_p75","self_emp_share","age_mean","age_med","share_age_18_29","share_age_30_44","share_age_45_59","share_age_60p","mean_match_rate_pp","avg_match_fp","match_dollars_b","share_of_eligible"
"employer_plan",19.4146300552779,25185.999,36108.348,45906,27559.995,38849.592,56672.05,0,41.0304299300054,39,0.282354581775471,0.322023975327742,0.25700380343444,0.138617639462346,65.2398184760953,538.362584261644,10.4521104090432,0.421445773489005
"universal_account",26.6521032626311,17050.8,27397.138,38750.129,20709.071,32881.812,44681.84,0.165368251944154,42.1714428396737,41,0.270644032081519,0.305801365582493,0.258119341703425,0.165435260632562,84.8234824192668,542.937127052878,14.4704163753296,0.578554226510995
